AuthorId,DuplicateAuthorIds
1890213,1890213
386756,386756
627803,627803
1982061,1982061
1996933,1996933
779292,779292
173227,173227
1809066,1809066
1219307,1219307
1170335,1170335
2042697,2042697
346245,346245
1649452,1649452
58642,58642
1235312,1235312
631884,631884
458451,458451
1478436,1478436
1164047,1164047
250712,250712
1444479,1444479
2239962,2239962
2277651,2277651
1539952,1539952
794605,794605
1750119,1750119
84821,84821
655016,655016
1976270,1976270
133386,133386
301582,301582
551850,551850
1783565,1783565 1610628 1533405
175425,175425
801127,801127
1219008,1219008
1674774,1674774
599599,599599
1650391,1650391
2240783,2240783
507818,507818
1515185,1515185
597826,597826
329597,329597
2095065,2095065
1002840,1002840
806308,806308
1803428,1803428
1535431,1535431
1737079,1737079
340316,340316
122507,122507
647191,647191
1893158,1893158
562185,562185
1283928,1283928
1528293,1528293
1684908,1684908
1250175,1250175
355223,355223
45410,45410
1008161,1008161
1953481,1953481
1436686,1436686
1778029,1778029
1779243,1779243
1649159,1649159
783518,783518
1805923,1805923
1120007,1120007
1787292,1787292
615104,615104
408673,408673
1835977,1835977
2197180,2197180
2256344,2256344
1653944,1653944
1374940,1374940
1042543,1042543
52490,52490
1640798,1640798
956928,956928
951162,951162
1278682,1278682
780318,780318
653594,653594
906770,906770
180775,180775
1477229,1477229
922670,922670
1573360,1573360
1930943,1930943
1861626,1861626
1747283,1747283
920895,920895
1234769,1234769
66797,66797
889265,889265
886535,886535
1898958,1898958
2292922,2292922
2250363,2250363
1979622,1979622
2091931,2091931
1403379,1403379
1782305,1782305
468183,468183
285983,285983
1361535,1361535
1856725,1856725
147084,147084
774431,774431
1308843,1308843
2210220,2210220
822050,822050
1132130,1132130
1921287,1921287
731399,731399
1585682,1585682
2192094,2192094
1909114,1909114
735028,735028
2160420,2160420
2157490,2157490
540026,540026
1792321,1792321
2121105,2121105
456454,456454
964712,964712
1464276,1464276
1210410,1210410
1797426,1797426
1100272,1100272
1165775,1165775
68841,68841
2108817,2108817
1650109,1650109
1261231,1261231
1426303,1426303
908251,908251
68393,68393
1416922,1416922
734600,734600
1741431,1741431
28384,28384
925609,925609
18613,18613
1255411,1255411
1490757,1490757
2130034,2130034
1072239,1072239
747695,747695
293015,293015
236851,236851
710,710
253182,253182
779994,779994
1115166,1115166
1890960,1890960
27814,27814
255902,255902
20211,20211
556340,556340 2027670
2135765,2135765
2228456,2228456
2215175,2215175
1284034,1284034
69871,69871
2118683,2118683
1591207,1591207
2227785,2227785
1389477,1389477
1995372,1995372
1088646,1088646
2158255,2158255
1637850,1637850
9708,9708
464845,464845
1898636,1898636
792873,792873
2140403,2140403
125359,125359
919488,919488
1046600,1046600
1717693,1717693
1904236,1904236
1463536,1463536
1157047,1157047
1172301,1172301
1956934,1956934
2067323,2067323
10688,10688
2115565,2115565
2084847,2084847
128622,128622
1890102,1890102
763835,763835
433701,433701
396548,396548
937871,937871
1100509,1100509
806754,806754
1217957,1217957
535502,535502
2009023,2009023
574190,574190
286433,286433
764990,764990
1476525,1476525
528296,528296
947755,947755
1400249,1400249
2186520,2186520
1197215,1197215
1980057,1980057
1998776,1998776
2192895,2192895
684843,684843
1052600,1052600
1308356,1308356
644643,644643
549808,549808
241682,241682
82450,82450
1712987,1712987
2209602,2209602
331372,331372
1042530,1042530
1112349,1112349
1517522,1517522
1375910,1375910
905058,905058
1001112,1001112
589609,589609
1297981,1297981
907337,907337
2270140,2270140
2153505,2153505
673451,673451
1538031,1538031
1642873,1642873
868124,868124
397775,397775
2073541,2073541
1413685,1413685 1647296
1665704,1665704
1169355,1169355
984476,984476
2085004,2085004
1531070,1531070
2217831,2217831
64729,64729
1063829,1063829
1185981,1185981
1263688,1263688
2002326,2002326
1860805,1860805
950355,950355
245124,245124
1743330,1743330
1048497,1048497
212877,212877
949113,949113
943241,943241
1070749,1070749
2264995,2264995
757600,757600
423215,423215
901496,901496
1686769,1686769
1624734,1624734
1661773,1661773
429306,429306
1089175,1089175
766945,766945
641379,641379
286776,286776
700805,700805
754032,754032
1398990,1398990
511644,730561 511644
683832,683832
804725,804725 2275511
786522,786522
754462,754462
347880,347880
858250,858250
969041,969041
854769,854769
1065570,1065570
2123568,2123568
599977,599977
501463,501463
2095015,2095015
2283506,2283506
489398,489398
965793,965793
1048372,1048372
1130660,1130660
1706777,1706777
1208537,1208537
2038656,2038656
1745358,1745358
1587095,1587095
1058166,1058166
1538692,1538692
1537944,1537944
1289304,1289304
1292298,1292298
2232775,2232775
1802644,1802644
2014930,2014930
1493444,1493444
1940235,1940235
296000,296000
2226825,2226825
1330302,1330302
540665,540665
793486,793486
710124,710124
2289480,2289480
512454,512454
713160,713160
975334,975334
618495,618495
998339,998339
2053715,2053715
203932,203932
1075452,1075452
871141,871141
186726,186726
2202699,2202699
865553,865553
2036882,2036882
59,59
2104760,2104760
795196,795196
1344785,1344785
324483,324483
1855025,1855025
1858005,1858005
970925,970925
807235,807235
2033098,2033098
108061,108061
1403630,1403630
92874,92874
1520150,1520150
937300,937300
1175397,1175397
796282,796282
560224,560224
568088,568088
536555,536555
418055,418055
1764086,1764086
866427,866427
1723495,1723495
482050,482050
2104017,2104017
402330,402330
88302,88302
2209681,2209681
1866032,1866032
917866,917866
812817,812817
1345038,1345038
950756,950756
1977981,1977981
1106513,1106513
2197134,2197134
1700668,1700668
1046321,1046321
634582,634582
2195396,2195396
1480108,1480108
929818,929818
2130559,145450 2130559
2024595,2024595
2088857,2088857
1914128,1914128
440298,440298
716294,716294
1129907,1129907
454671,454671
2035919,2035919
6511,6511
480845,480845
1050608,1050608
19254,19254
1100889,1100889
206258,206258
1772418,1772418
1570593,1570593
392759,392759
252688,252688
905156,905156
907885,907885
1464092,1464092
90269,90269
1533298,1533298
2069925,2069925
1808470,1808470
88625,88625
483270,483270
1115546,1115546
2117671,2117671
1551201,1551201
2012045,2012045
1532374,1532374
1392526,1392526
1482156,1482156
1621490,1621490
1589295,1589295
1765558,1765558
4772,4772
2016074,2016074
564657,564657
1091437,1091437
2276543,2276543
877721,877721
170037,170037
1841374,1841374
1870787,1870787
1706949,1844933 1706949 1130286 121428
753218,753218
1453424,1453424
1566981,1566981
1390715,1390715
33462,33462
1510375,1510375
355198,355198
1135139,1135139
1166,1166
45671,45671
1222154,1222154
911831,911831
91625,91625
718205,718205
604554,604554
821903,821903
584383,584383
1674649,1674649
1964784,1964784
147106,147106
695859,695859
484358,484358
1010380,1010380
532897,532897
1389891,1389891
1376705,1376705
588006,588006
967047,967047
1768699,1768699
1170229,1170229
1775032,1775032
1738614,1738614
634617,634617
1604458,1604458
112659,112659
2062068,2062068
180677,180677
1909510,1909510
2189526,2189526
1115727,1115727
117901,117901 1688731
1419069,1419069
1843279,1843279
297711,297711
1620762,1620762
75090,75090
1704181,1704181
1282676,1282676
175736,175736
883275,883275
292359,292359
894826,894826
303359,303359
1359246,1359246
655955,655955
2168168,2168168
889578,889578
128400,128400
1103239,1103239
941196,941196
1751252,1751252
1541023,1541023
594918,594918
105170,105170
1394103,1394103
2007631,2007631
53946,53946
1272419,1272419
479998,479998
2290365,2290365
1202886,1202886
790773,790773
1761572,1761572
541523,541523
1971618,1971618
2094041,2094041
1237235,1237235
532377,532377
784446,784446
1336187,1336187
1237928,1237928
2269909,2269909
1659154,1659154
1194327,1194327
1562291,1562291
835281,835281
1554117,1554117
2259269,2259269
616858,616858
49154,49154
351639,351639
419511,419511
2193488,2193488
1352964,1352964
269763,269763
1052390,1052390
1109057,1109057
412473,412473
414742,414742
20257,20257
448406,448406
760572,760572
125248,125248
1905976,1905976
425747,425747
660702,660702
585308,585308
1724991,1655107 1724991
1821962,1821962
1380269,1380269
659103,659103
2086854,2086854
2057644,2057644
1370147,1370147
1808415,1808415
1788652,1788652
1366706,1366706
1989860,1989860
1162329,1162329
1379181,1379181
1666438,1666438
8039,8039
1352826,1352826
13977,13977
1620397,1620397
683702,683702
1827357,1827357
335902,335902
1815054,1815054
1388900,1388900
390353,390353
1491688,1491688
901574,901574
1458281,1458281
476648,476648
1335394,1335394
1716184,1716184
1935565,1935565
1875581,1875581
1866326,1866326
1423489,1423489
1811714,1811714
1708612,1708612
1381431,1226591 1381431
2156721,2156721
1471093,1471093
2004995,2004995
1718482,1718482
2063986,297073 2063986
1895090,1895090
520622,520622
1000318,1000318
868254,868254
1218609,1218609
1611921,1611921
1809474,1809474
122514,122514
521524,521524
959632,959632
1454943,1454943
1432137,1432137
883181,883181
1413474,1413474
1549086,1549086
404463,404463
183247,183247
1744239,1744239
1113140,1113140
500464,500464
354124,354124
973504,973504
2085778,2085778
2163329,2163329
1272657,1272657
466622,466622
1088849,1088849
2171021,2171021
1027605,1351498 1027605
1131224,1131224
338624,338624
271469,271469
2147761,2147761
406005,406005
1582887,1582887
340672,340672
221568,221568
527614,527614
1356713,1356713
155301,155301
1660521,1660521
685903,685903
1323168,1323168
1697175,1697175
1783083,1783083
1855718,1855718
1252234,1252234
14643,14643
154673,154673
1066335,1066335
1907411,1907411
367585,367585 1892505
1221539,1221539
642537,642537
1191592,1191592
1983111,1983111
292670,292670
1487328,1487328
1988913,1988913
912383,912383
381639,381639
868022,868022
2161804,2161804
1192680,1192680
1239714,1239714
2043030,2043030
268310,268310
2035437,2035437
92227,92227
693852,693852
732099,732099
1322528,1322528
2130745,2130745
1224524,1224524
144740,144740
1309624,1309624
995367,995367
857003,857003
1325737,1325737
1656050,1656050
1216114,1216114
582776,582776
2260859,2260859
1247560,1247560
977414,977414
1017022,1017022
2076088,2076088
637018,637018
345122,345122
1857286,1857286
371693,371693
203706,203706
516899,516899 409724
934077,934077
1208742,1208742
1659651,1659651
2046731,2046731
1724542,1724542
215141,215141
1981331,1981331
511205,511205
549373,549373
2011982,2011982
1092017,1092017
384878,384878
2054460,2054460
653401,653401
2009978,2009978
1092576,1092576
25471,25471
937147,937147
919211,919211
95136,95136
1483671,1483671
1662390,1662390
1014549,1014549
1917859,1917859
432137,432137
2151000,2151000
147479,868039 147479
53592,53592
567984,567984
697983,697983
2057650,2057650
1688620,1688620
2113768,2113768
570675,570675 2278798
1153503,1153503
960851,960851
120154,120154
2168108,2168108
1812256,1812256
1946240,1946240
1410602,1410602
1705814,1705814
1726927,1726927
1557961,1557961
1693385,1693385
1301129,1301129
843891,843891
1277185,1277185
560847,560847
1885674,1885674
1940366,1940366
257488,257488
1606375,1606375
1376445,1376445
315809,315809
1384949,1384949
2086913,2086913
2059918,2059918
1229846,1229846 878813
866833,866833
462560,462560
1177555,1177555
270594,270594
277142,277142
411221,411221
1850768,1850768
1168693,1168693
257069,257069
1285325,1285325
1661408,1661408
1351880,1351880
706299,706299
367852,367852
1492841,1492841
1028788,1028788
1713482,1713482
254610,254610
1177562,1177562
202078,202078
2253729,2253729
838372,838372
2091989,1683642 2218967 2091989 2056452 1912111 512995 2263113 983280 1054857
676966,676966
1935235,1935235
874938,874938
2131087,2131087
788239,788239
1377276,1377276
1027027,1027027
967603,967603
1768354,1768354
454475,454475
149220,149220
587408,587408
708508,708508
815182,815182
2143486,2143486
1449606,1449606
494281,494281 933127
478449,478449
1804234,1804234
775779,775779
2229289,2229289
613201,613201
2083840,2083840
741361,741361
1546049,1546049
2046557,2046557
453433,453433
660099,660099
1376696,1376696
247629,247629
305715,305715
1372981,1372981
714968,714968
1299212,1299212
1712352,1712352
1219810,1219810
1543838,1543838
1491002,1491002
331682,331682
1173714,1173714
2028517,2028517
95100,95100
82054,82054
261774,261774
1713284,1713284
1541136,1541136
373606,373606
187644,187644
557023,557023
1887449,1887449
851819,851819
653244,653244
2219836,2219836
985257,985257
1202338,1202338
639185,639185
1896298,1896298
683928,683928
19876,19876
1106552,1106552
2277803,2277803
89035,89035
1181374,1181374
1331810,1331810
2239256,2239256
47499,47499
1477187,1477187
841161,841161
2135935,2135935
2000273,2000273
1223268,1223268 1957977
912676,912676
1790265,1790265
542181,542181
1248823,1248823
509223,509223
975766,975766
2277480,2277480
413267,413267
502610,502610
2284613,2284613
821281,821281
994542,994542
513365,513365
1914180,1914180
637235,637235
500367,500367
2205841,2205841
1915796,1915796
1557757,1557757 1816526
1275865,1275865
146144,146144
1032760,1032760
1261887,1261887
529885,529885
1091053,1091053
126587,126587
1432439,1432439
2019101,2019101
468361,468361
1114807,1114807
1922127,1922127
1392451,1392451
1633429,1633429
891843,891843
1520774,1520774
279318,279318
1989581,1989581
2012067,2012067
1683389,1683389
902419,902419
110970,110970
205051,205051
330946,330946
1839571,1839571
228872,228872
723624,723624
1991090,1991090
86341,86341
156234,156234
1471763,1471763
978849,978849
752189,752189
632726,632726
757109,757109
1131379,1131379
25830,25830
1675353,1675353
479517,479517
1241798,1241798
707855,707855
446106,446106
774832,774832
2190473,2190473
1918991,1918991
1056043,1056043
442954,442954 784259
2119225,2119225
2232602,2232602
1361795,1361795
463503,463503
268359,268359
1938052,1938052
1049231,1049231
1441186,1441186
618493,618493
417076,417076
71668,71668
1071710,1071710
816827,816827
640598,640598
2099018,2099018
866090,866090
1556130,1556130
1290550,1290550
887557,887557
492780,492780
1807445,1807445
291851,291851
1897501,1897501
2226030,2226030
1609407,1609407
1445430,1445430
1607297,1607297
1880957,1880957
1138950,1138950
794348,794348
1115793,1115793
535462,535462
1475805,1475805
276644,276644
1358108,1358108
1506350,1506350
1365712,1365712
1024050,1024050
1557078,1557078
900767,900767
1459736,1459736
974030,974030
1523471,1523471
953300,953300
258086,258086
1616848,1616848
1270726,1270726
173514,173514
1444720,1444720
693667,693667
1626332,1626332
156993,156993
229708,229708
2161361,2161361
831783,831783
2060334,2060334 246389
2096981,2096981
689892,689892
2009696,2009696
1034157,1034157
1168824,1168824
1240288,1240288
342632,342632
1288247,1288247
2022710,2022710
290400,290400
323770,323770
1930764,1930764
91484,91484
737595,737595
14625,14625
1207868,1207868
2000141,2000141
386342,386342
892456,892456
777296,777296
1029816,1029816
535412,535412
2263144,2263144
1845155,1845155
1831608,1831608
292152,292152
370853,370853
1582384,1582384
476860,476860
1239744,1239744
1537644,1537644
917699,917699
945751,945751
1907434,1907434
2232190,2232190
1158864,1158864
849677,849677
1676075,1676075
175343,175343
930815,930815
1745324,1745324
528884,528884
1390547,1390547
1639850,1639850
298290,298290
1705834,1705834
1290438,1290438
891515,891515
583718,583718
40563,40563
464316,464316
1853060,1853060
456129,456129
443089,443089
1343544,1343544
408465,408465
1312764,1312764
988065,988065
64411,64411
490317,490317
1768216,1768216
1933626,1933626
1844737,1844737
726336,726336
967859,967859
1502074,1502074
353936,353936
327183,327183
770276,770276
722484,722484
440207,440207
1350949,1350949
1669276,1669276
35122,35122
1780625,1780625
1968993,1968993
769843,769843
417561,417561
726703,726703
618349,618349
2279979,2279979
1315168,1315168
966493,966493
2086770,2086770
867560,867560
885199,885199
890652,890652
1994256,1994256
94164,94164
969455,969455
391438,391438
566741,566741
31562,31562
2025017,2025017
1722299,1722299
2192896,2192896
837014,837014
1799637,1799637
563336,563336
2280112,2280112
40402,40402
945713,945713
901290,901290
677061,677061
2263060,2263060
653014,653014
12251,12251
2279971,2279971
869104,869104
1230310,1230310
1324845,1324845
95997,95997
501295,501295
1952410,1952410
271531,271531 908148
2120688,2120688
967566,967566
107533,107533
1279740,1279740
2226084,2226084
1168689,1168689
1741843,1741843
618737,618737
613592,613592
825464,825464
1517039,1517039
125183,125183
593986,593986
237182,237182
864179,864179
702153,702153
174473,174473
464013,464013
970864,970864
1313481,1313481
345413,345413
2123694,2123694
1136472,1136472
1547332,1547332
535824,535824
1961198,1961198
1684537,1956133 1684537
1911631,1911631
1924015,1924015
169445,169445
1837667,1837667
1291481,1291481
112755,112755
1496344,1496344
1475905,1475905
944547,944547
1597029,1597029
568451,568451
426862,426862
1456715,1456715
2018538,2018538
1551545,1551545
1074718,1074718
826904,826904
1159908,1159908
2286411,2286411
1992612,1992612
862384,862384
1197428,1197428
249732,249732
292782,292782
1908621,1908621
2195878,2195878
1256413,1256413
1908097,1908097
393415,393415
1632527,1632527
871129,871129
560047,560047
368778,368778
870344,870344
2172050,2172050
1681365,1681365
1761634,1761634
765796,765796
442434,442434
2286113,2286113
1010215,1010215
1858713,1858713
98421,98421
1010700,1010700
511863,511863
1609992,1609992
1984606,1984606
1929569,1929569
983916,983916
2222813,2222813
813578,813578
940670,940670
2006482,2006482
1295554,1295554
1233739,1233739
1593290,1593290
1186810,1186810
1329982,1329982
2024945,2024945
1301358,1301358
1022595,1022595
139251,139251
487930,487930
592109,592109
1218103,1218103
212161,212161
1273805,1273805
654598,654598
423394,423394
540963,540963
604531,604531
1402509,1402509
1444851,1444851
371173,371173
1577610,1577610
813912,813912
1913682,1913682
301406,301406
1480335,1480335
2241177,2241177
723470,723470
633822,633822
792194,792194
473120,473120
2077578,2077578
1003128,1003128
1531921,1531921
1128425,1128425
1687329,1687329
1597999,1597999
1003434,1003434
170842,170842
1347264,1347264
256708,256708
1850896,1850896
1390086,1390086
2001984,2001984
776923,776923
1670326,1670326
330068,330068
1193403,1193403
587431,587431
122552,122552
584559,584559
2142239,2142239
1931253,1931253
1661630,1661630
1042373,1042373
2236013,2236013
1625301,1625301
977066,977066
291045,291045
686102,686102
944117,944117
1066878,1066878
480468,480468
1472891,1472891
330514,330514
1355123,1355123
20337,20337
16011,16011
146987,146987
482725,482725
968403,968403
2071602,2071602
1703829,1703829
347637,347637
1759177,1759177
758627,758627
117160,117160
2191335,2191335
1452170,1452170
381356,381356
1516915,1516915
1346463,1346463
146676,146676
1055406,167202 1055406
1802221,1802221
2240201,2240201
1135673,1135673
190030,190030
1774030,1774030
664291,664291
1443783,1443783
1044251,1044251
1296770,1296770
273189,273189
1813608,1813608
2192081,2192081
309774,309774
605352,605352
1020074,1020074
1301132,1301132
1836146,1836146
592134,592134
1065151,1065151
1925351,1925351
903819,903819
1952921,1952921
9182,9182
1161601,1161601
639681,639681
1152068,1152068
348090,348090
2198030,2198030
1349354,1349354
1382929,1382929
1943009,1943009
913289,913289
1787905,1787905
680137,680137
522766,522766
130727,130727
1403497,1403497
1162532,1162532
1766579,1766579
1059057,1059057
1927253,1927253
923896,923896
1086835,1086835
913007,913007
865171,865171
359379,359379
747693,747693
531619,531619
386774,386774
10388,10388
1419858,1419858
1067002,1067002
960965,960965
218508,218508 118428
1150107,1150107
1663185,1663185
1745046,1745046
1573491,1573491
1525758,1525758
2002307,2002307
1281762,1281762
935922,935922
201925,201925
677122,677122
2221028,2221028
2173428,2173428
2172560,2172560
202795,202795
977311,977311
870445,870445
233686,233686
275542,275542
234003,234003
1609319,1609319
1967278,1967278
447288,447288
445458,445458
1444102,1444102
836611,836611
364970,364970
862086,862086
1888578,1888578
1293151,1293151
808076,808076
1123069,1123069
2014562,2014562
569609,569609 810079
1393388,1393388
719578,719578
749091,749091
471511,471511
184576,184576
1456060,1456060
2133685,2133685 708564
780149,780149
923516,923516
444620,444620
1846270,1846270
421655,421655
838694,838694
1475948,1475948
1585266,1585266
1378602,1378602
340293,340293
94048,94048
670097,670097
1639785,1639785
1951719,1951719
1391179,1391179
1423572,1423572
2209188,2209188
470659,470659
368659,368659
358408,358408
962590,962590
1084069,1084069
900442,900442
2051561,2051561
2102951,2102951
587506,587506
1962549,1962549
922366,922366
1144384,1144384
641995,641995
73831,73831
1773500,1773500
1754139,1754139
1171624,1171624
86669,86669
964067,964067
876738,876738
1391316,1391316
59962,59962
787517,787517
1621984,1621984
919200,919200
919980,919980
541348,541348
259085,259085
1318295,1318295
151149,151149
1342522,1342522
1805991,1805991
723409,723409
347655,347655
1706962,1706962
1729274,1729274
650955,650955
1421931,1421931
2164309,2164309
1585963,1585963
950143,950143
57672,57672
1429057,1429057
573117,573117
625422,625422
904056,904056
36782,36782
1668919,1668919
1764228,1764228
27771,27771
1801777,1801777
549494,549494
1446022,1446022
822913,822913
663104,663104
474209,474209
934558,934558
775970,775970
969108,969108
1120368,1120368
1071713,1071713
883124,883124
2251692,2251692
684699,684699
1013958,1013958
1627842,1627842
788503,788503
18373,18373
282566,282566
1589300,1589300
2153690,2153690
1184692,429405 1184692
1870857,1870857
480082,480082
967178,967178
1312374,1312374
1498486,1498486
48428,48428
439281,439281
1708113,1708113
763971,763971
1099370,1099370
2076604,2076604
1426564,1426564
2055411,2055411
1693614,1693614
389677,389677
1186374,1186374
1512059,1512059
119103,119103
1185751,1185751
263947,263947
411242,411242
1060588,1060588
1114024,1114024
1032494,1032494
1833016,1833016
234445,234445
1364449,1364449
65964,65964
934603,934603
489587,489587
1191530,1191530 1493561
474200,474200
267852,267852
2078426,2078426
400710,400710
2069153,2069153
1839867,1839867
2051522,2051522
2101181,2101181
1916378,1916378
1178351,1178351
1064905,1064905
1855740,1855740
989034,989034
467730,467730
626260,626260
1825613,1825613
317157,317157
1501923,1501923
2053531,2053531
1184304,1184304
1690764,1690764
272269,272269
1436967,1436967
503388,503388
2154854,2154854
1053877,1053877
539902,539902
1273888,1273888
1929563,1929563 1300222
1052263,1052263
2165728,2165728
1632134,1632134
1805656,1805656
639823,639823
518291,518291
212614,212614 1350973
1595950,1595950
1964853,1964853
1968844,1968844
1881066,1881066
1634720,1634720
37080,37080
1087840,1087840
972000,972000
969083,969083
1381958,1381958
1549092,1549092
1144935,1144935
1404793,1404793
1315016,1315016
243851,243851
1979350,1979350
1339521,1339521
1378910,1378910
955986,955986
1090280,1090280
641329,641329
217931,217931
387448,387448
1277986,1277986
463524,463524
810151,810151
1722525,1722525
2087559,2087559
1847073,1847073
1403110,1403110
1184697,1184697
1019262,1019262
2110877,2110877
797759,797759
822429,822429
204843,204843
1324572,944135 1324572
1523292,1523292
2056909,2056909
307330,307330
242314,242314
538389,538389
2180550,2180550
467279,467279
2153123,2153123
1544704,1544704
1945476,1945476
5505,5505
1799801,1799801
1253363,1253363
2054458,2054458
1537320,1537320
2287566,2287566
1098108,1098108
842707,842707
26792,26792
1339440,1339440
1067968,1067968
261005,261005
1728511,1728511
70712,70712
2155045,2155045
1940981,1940981
1085943,1085943
1164958,1164958
2227985,2227985
329372,329372
2157181,2157181
1106065,1106065
540573,540573
1787476,1787476
779767,779767
2050308,2050308
1743959,1743959
1332938,1332938
1378338,1378338
1511427,1511427
1195772,1195772
1931384,1931384
57974,57974
593384,593384
1842115,1842115
901839,901839
468176,468176
551491,551491
1605606,1605606
398103,398103
119684,119684
1449639,1449639
1939810,1939810
1594322,1594322
1942260,1942260
2207282,2207282
477581,477581
1151103,1151103
987108,987108
742899,742899
1252340,1252340
6739,6739
1451156,1451156
224142,224142
577832,577832
754005,754005
534253,534253
1067873,1067873
988588,988588
508627,508627
2159876,2159876
2062184,2062184
147075,147075
2092070,2092070
1112206,1112206 407433
530082,530082
1611649,1611649
1127502,1127502
1970036,1970036
98288,98288
1879096,1879096
1368845,1368845
2104901,2104901
1023433,1023433
724113,724113
318743,318743
1717881,1717881
1992706,1992706
2234328,2234328
1471796,1471796
1216546,1216546
762988,762988
2079120,2079120
515076,515076
491576,491576
1449217,1449217
531951,531951
1332319,1332319
1464229,1464229
563960,563960
147518,147518
1272862,1272862
784994,784994
1154075,1154075
609466,609466
135198,135198
1557892,1557892
653759,653759
283630,283630
439795,439795
2058909,2058909
682709,682709
1522607,2029455 1522607
846783,846783
544914,544914
1994374,1994374
2249625,2249625
1948602,1948602
729453,729453
1613215,1613215
843237,843237
245667,245667
722931,722931
1089759,1089759
320451,320451
758820,758820
1605452,1605452
1509248,1509248
112192,112192 1590176 415795
848931,848931
158696,158696
2003190,2003190
2240684,2240684
723945,723945
930616,930616
1300451,1300451
948608,948608
1546577,1546577
69355,69355
1438541,1438541
1226043,1226043
1917756,1917756
1747657,1747657
420641,420641
666069,666069
272045,272045
574496,574496
1937154,1937154
2257032,2257032
1758838,1758838
2240351,2240351
534983,534983
1794173,1794173
342399,342399
1038298,1038298
610506,610506
1272313,1272313
1543641,1543641
2197075,2197075
852636,852636
899962,899962
1102653,2232214 1102653
55042,55042
1268926,1268926
285626,285626
444362,444362
1414531,1414531
1373901,1373901
1258957,1258957
864865,864865
1172110,1172110
1606504,1606504
1696446,1696446
705432,705432
475817,475817
1140337,1140337
274680,274680
248351,248351
729250,729250
46401,46401
1666604,1666604
1843049,1843049
1665678,1665678
2135252,2135252
971178,971178
524487,524487
750211,750211
403888,403888
658021,658021
795045,795045
1064023,1064023
1407100,1407100
31566,31566 1166855
2016621,2016621
1005232,1005232
165103,165103
1940172,1940172
695471,695471
896867,896867
651058,651058
252199,252199
329224,329224
2210286,2210286
2286188,2286188
1736739,1736739
2126587,2126587
754715,754715
992330,992330
419198,419198
12037,12037
1321882,1321882
2126359,2126359
2268567,2268567
1050823,1050823
1191798,1191798
1696425,1696425
1595510,1595510
965394,965394
357850,357850
1029904,1029904
2178038,2178038 173104
1616494,1616494
1127489,1127489
352858,352858
1077950,1077950
142614,142614
1813629,1813629
1160488,1160488
2196762,2196762
974671,974671
147086,147086
12316,12316
841517,841517
1507997,1507997
534914,534914
1170258,1170258
753865,753865
1898478,1898478
239638,239638
187162,187162
277484,277484
16664,16664
2064811,2064811
36820,36820
1639041,1639041
221183,221183
1712319,1712319
825572,825572
2053604,2053604
1735023,1735023
282434,282434
1992052,1992052
802201,802201
817271,817271
1744122,1744122
1974351,1974351
1502393,1502393
641582,641582
1643710,1643710
335531,335531
2000753,2000753
618219,618219
378499,378499
414627,414627
1605846,1605846
1077132,1077132
2211151,2211151
126482,126482
1196898,1196898
1559158,1559158
221400,221400
703347,703347
1268252,1268252
2098274,2098274
1084473,1084473
1456435,1456435
1922029,1922029
803750,803750
1997562,1997562
883480,883480
851181,851181
223884,223884
136400,136400
191198,191198
1596813,1596813
1591585,1591585
2255580,2255580
438083,438083
42656,42656
615756,615756
1830683,1830683 905681
373680,373680
1093424,1093424
1426320,1426320
2216345,2216345
2008007,2008007
707498,707498
2042694,2042694
336085,336085
1393634,1393634
1758234,1758234
1607716,1607716
1297442,1297442
696302,696302
1229247,1229247
1081885,1081885
676249,676249
1990279,1990279
1694625,1694625
185151,185151
1817344,1817344
1271620,1271620
1844752,1844752
1621187,1621187
1069297,1069297
1711478,1711478
1161356,1161356
1993777,1993777
1667441,1667441
1785824,1785824
2244178,2244178
1485511,1485511
1597636,1597636
105367,105367
1348185,1348185
116718,116718
273308,273308
746517,746517
2225091,2225091
65963,65963
1051725,1051725
690244,690244 120547
1457010,1457010
739756,739756
1050619,1050619
176096,176096
2080431,2080431
696948,696948
346690,346690
1287189,1287189
1778093,1778093
192456,192456
1739442,1739442
1182828,1182828
258113,258113
256423,256423
373431,762077 373431
27352,27352
1409497,1409497
945979,945979
1924899,1924899
1573605,1573605
2121443,2121443
1922324,1922324
170957,170957
2072037,2072037
1653151,2202938 1653151
1770707,1770707
1025415,1025415
1453966,1453966
1774240,1774240
688285,688285
366008,366008
1073453,1073453
798291,798291
565620,565620
617837,617837
383279,383279
1252294,1252294
849103,849103
423567,423567
956824,956824
40929,40929
79683,79683
1556952,1556952
1119951,1119951
481605,481605
2258860,2258860
1507362,1507362
1256982,1256982
1710176,1710176
946525,946525
53310,53310
1915230,1915230
843493,843493
1310582,1310582
369823,369823
1420201,1420201
2068906,2068906
800189,800189
2004594,2004594
302537,302537
2044683,2044683
891325,891325
1419500,1419500
1911852,1911852
64425,64425
1998007,1998007
645163,645163
746068,746068
1069341,1069341
2191739,2191739
1363771,1363771
1458478,1458478
820369,820369
359943,359943
450598,730123 80238 450598
326053,326053 2086946
485462,485462
670818,670818
865308,865308
1276812,1276812 1726706
1246098,1246098
797072,797072
1239659,1239659
497106,497106
385866,385866
430069,430069
213997,213997
502469,502469
344303,344303
519484,519484
942544,942544
336814,336814
1239848,1239848
244044,244044
1025477,1025477
254952,254952
1173360,1173360
1185845,1185845
551645,551645
658102,658102
2016098,2016098
1862330,1862330
173604,173604
