PaperId,AuthorId,Name,Affiliation
222,1331638,Jian Zhu,Southeast University Department of Instrument Science and Engineering 210096 Nanjing China
222,1690542,Yong Zhang,Nanjing Electronic Devices Institute 210016 Nanjing China
222,2006941,Bailing Zhou,Southeast University Department of Instrument Science and Engineering 210096 Nanjing China
223,725661,Federico Ravenna,
223,776119,Carl E. Walsh,
224,55356,Hiroyuki Yoshikawa,
225,353361,Heng Zhang,Tsinghua University China
225,477629,Heng Zhang,State Key Laboratory of Networking and Switching|Beijing University of Posts
225,516192,Xidong Zhang,Key Laboratory of Universal Wireless Communication|Beijing University of Posts and Telecommunications
225,1743968,Luoming Meng,State Key Laboratory of Networking and Switching|Beijing University of Posts
225,2236076,Xuesong Qiu,State Key Laboratory of Networking and Switching|Beijing University of Posts
226,900108,Jerry L. Prince,"Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD 21218, USA"
226,900108,Jerry L. Prince,Johns Hopkins University
226,1316895,Pierre-Louis Bazin,"Neuroradiology Division, Phipps B100, Radiology and Radiological Science, Johns Hopkins University, Baltimore, MD 21287, USA"
226,1487520,Bennett A. Landman,"Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD 21218, USA"
227,407603,S. Houle,
227,586006,J. A. Saint-Cyr,
227,597011,D. L. Collins,
227,642389,T. McCluskey,
227,652422,M. Guttman,
227,788550,Y. Furukawa,
227,955581,J. Meyer,
227,1004180,J. Lerch,
227,1117388,E. Mundo,
227,1324545,C. Shapiro,
227,1356581,J. J. Warsh,
227,1378221,A. A. Wilson,
227,1510077,I. Boileau,
227,1623900,P. M. Rusjan,
227,1897835,D. Wilkins,
227,1984336,J. Tong,
227,2093919,S. J. Kish,
228,11855,Annette Deichmann,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,67350,Anna Paruzynski,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,90401,Dieter Hoelzer,"Department of Hematology/Oncology, University Hospital"
228,134158,Richard Gabriel,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,180053,Gerard Wagemaker,"Department of Hematology, Erasmus Medical Center"
228,181275,Adrian J Thrasher,
228,242119,Christopher Baum,"Department of Experimental Hematology, Hannover Medical School"
228,416800,Ulrich Abel,
228,453596,Cynthia C Bartholomae,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,454847,Kerstin Schwarzwaelder,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,900432,Monique MA Verstegen,"Department of Hematology, Erasmus Medical Center"
228,994677,Marina Cavazzana-Calvo,
228,1045711,Alessandro Aiuti,"San Raffaele Telethon Institute for Gene Therapy (HSR-TIGET),Università di Roma Tor Vergata"
228,1087914,Reinhard Seger,"Division of Immunology/Hematology, University Children's Hospital"
228,1087983,Alain Fischer,
228,1151946,Hanno Glimm,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,1237884,Manfred Schmidt,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,1241546,Claudia Cattoglio,"IIT unit of Molecular Neuroscience, Instituto Scientifico H. San Raffaele"
228,1349187,Anne Arens,
228,1509911,Marion G Ott,"Department of Hematology/Oncology, University Hospital"
228,1525960,Steven J Howe,"Molecular Immunology Unit, Institute of Child Health, University College"
228,1612263,Christof von Kalle,"Department of Translational Oncology, National Center for Tumor Diseases and German Cancer Research Center (DKFZ)"
228,1632251,Manuel Grez,"Institute for Biomedical Research, Georg-Speyer-Haus"
228,1767015,Salima Hacein-Bey-Abina,
228,1784717,H Bobby Gaspar,
228,1962206,Cynthia E Dunbar,"Hematology Branch, National Heart, Lung and Blood Institute"
228,2103221,Fulvio Mavilio,
228,2215345,Martijn H Brugman,"Department of Hematology, Erasmus Medical Center,Department of Experimental Hematology, Hannover Medical School"
228,2281266,Barbara Cassani,San Raffaele Telethon Institute for Gene Therapy (HSR-TIGET)
229,304152,Y Y Zhang,
229,712611,Y Z Hu,
229,714578,H Wang,
229,1979904,F M Meng,
229,2269160,Hong Wang,Tohoku University
230,720735,Philippe Gaussier,"ETIS - Université de Cergy-Pontoise - ENSEA Neurocybernetics team 6, Av du Ponceau 95014 Cergy Pontoise Cedex France"
230,1107463,Sacha Leprêtre,"ETIS - Université de Cergy-Pontoise - ENSEA Neurocybernetics team 6, Av du Ponceau 95014 Cergy Pontoise Cedex France"
230,1160728,Arnaud Revel,"ETIS - Université de Cergy-Pontoise - ENSEA Neurocybernetics team 6, Av du Ponceau 95014 Cergy Pontoise Cedex France"
230,1210050,Mathias Quoy,"ETIS - Université de Cergy-Pontoise - ENSEA Neurocybernetics team 6, Av du Ponceau 95014 Cergy Pontoise Cedex France"
230,2192369,Jean-paul Banquet,Institut Neurosciences et Modélisation Paris VI
231,652185,Richard Hofmann,
231,928314,Franz Sötz,
231,994635,Bernd Mohr,
231,1115109,Andreas Quick,
231,1601950,Norbert Luttenberger,
231,1721110,Rainer Klar,
232,15665,Marco Gobbi,"Istituto di Ricerche Farmacologiche ‘Mario Negri’, Via La Masa 19, 20156 Milano, Italy"
232,15665,Marco Gobbi,Mario Negri Institute Pharmacology Research
232,141287,Simona Colleoni,"Istituto di Ricerche Farmacologiche ‘Mario Negri’, Via La Masa 19, 20156 Milano, Italy"
232,892360,Carlo De Micheli,
232,953620,Paola Conti,
232,2145857,Andrea Pinto,
232,2166458,Lucia Tamborini,
233,181283,M. A. Kaashoek,
233,1006743,H. J. Woerdeman,
234,718504,G. Sowjanya,Dept . of Physics
234,924377,N. C. G. Reddy,Dept . of chemistry
234,1729948,B. Jagannadha Reddy,Inorganic Materials Research Program|School of Physical and Chemical Sciences|Queensland University of Technology
234,1849795,Ray L. Frost,Inorganic Materials Research Program|School of Physical and Chemical Sciences|Queensland University of Technology
234,2271984,S. Lakshmi Reddy,Dept . of Physics
235,142580,Dimitris Karlis,
235,1484792,Ioannis Ntzoufras,
236,21482,Daniel P. Siewiorek,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,286988,Junichi Furukawa,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,602175,Fei Lung Wong,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,936221,Andreas Krause,Swiss Federal Institute of Technology Zurich
236,936221,Andreas Krause,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,1498586,Kathryn Reiger,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,1670660,Asim Smailagic,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,2094414,Neema Moraveji,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
236,2166299,Jeremy Shaffer,Human Computer Interaction Institute and Institute for Complex Engineered Systems|Carnegie Mellon University
237,1184789,Ellen L. Hahne,
237,2214063,Abhijit K. Choudhury,
238,1906366,Edsger W. Dijkstra,The University of Texas at Austin Department of Computer Sciences USA USA
239,690128,G. Mccalla,
240,311572,Yuval Peres,
240,1310642,Oded Schramm,
240,2175279,Scott Sheffield,
240,2238989,Assaf Naor,
241,504516,Rik Leemans,
241,535791,Jane Carruthers,
241,1327336,Robert Costanza,
241,2271928,Fridolin Krausmann,
242,153063,GARRISON W. COTTRELL,"Department of Sixties Science, Southern California Condominium College"
243,749952,H. Reuther,"Institute of Ion Beam Physics and Materials Research, FZR-Rossendorf, Dresden, Germany"
243,768105,J. A. N. Gonçalves,"Associated Laboratory of Plasma, National Institute for Space Research, S. J. Campos, S. Paulo, Brazil"
243,1950902,P SOARESJR,"Department of Physics, Federal University of Paraná, Curitiba, Brazil"
243,2025638,M. Ueda,"Associated Laboratory of Plasma, National Institute for Space Research, S. J. Campos, S. Paulo, Brazil"
243,2264078,M. M. Silva,"Department of Mechanical Engineering, Technological Institute of Aeronautics, S. J. Campos, S. Paulo, Brazil"
243,2274353,C. M. Lepienski,"Department of Physics, Federal University of Paraná, Curitiba, Brazil"
244,255838,Kai Song,"Key Laboratory of Vegetation Ecology, School of Life Sciences, Northeast Normal University, 130024 Changchun, China"
244,490329,Bao Liu,"Key Laboratory of Molecular Epigenetics of MOE, Northeast Normal University, 130024 Changchun, China"
244,650545,Wangfeng Li,"Key Laboratory of Vegetation Ecology, School of Life Sciences, Northeast Normal University, 130024 Changchun, China"
244,1477759,Wei Chen,"Key Laboratory of Vegetation Ecology, School of Life Sciences, Northeast Normal University, 130024 Changchun, China"
244,1511833,Wei J. Chen,National Taiwan University
244,1706028,Yirong Cai,"Key Laboratory of Vegetation Ecology, School of Life Sciences, Northeast Normal University, 130024 Changchun, China"
244,2062962,Lixia Liu,"Key Laboratory of Vegetation Ecology, School of Life Sciences, Northeast Normal University, 130024 Changchun, China"
245,676014,James M. Poterba,
245,2061283,Steven F. Venti,
245,2159447,David A. Wise,
246,993256,Langche Zeng,
246,1946639,Gary King,
247,1890502,L. Hurwicz,
248,258661,D. E. Resasco,
248,944395,C. J. Loughran,
248,1976765,A. Ali,
248,2209821,W. Alvarez,
249,935115,Rob A. Rutenbar,
249,1008712,Rodney Phelps,
249,1435563,James R. Hellums,
249,1847144,Michael Krasnicki,
249,2165711,L. Richard Carley,
250,139186,J. Jacger,
250,313600,L. A. Kohlstaedt,
250,708437,S. J. Smerdon,
250,1777619,J. Wang,
250,1781458,J. M. Friedman,
250,2214677,P. A. Rice,
250,2245792,T. A. Steitz,
251,55481,R. Bertorelle,
251,131870,A. J Levine,
251,144671,L. A Aaltonen,
251,1588074,G. L Bond,
251,1605064,P. Alhopuro,
251,2293023,C. Menin,
252,338181,Daniel C. Sturman,
252,568467,Robert E. Strom,
252,1068318,Michael Ward,
252,1218575,Kevan Miller,
252,1446428,Guruduth Banavar,
252,1638336,Bodhi Mukherjee,
252,2120507,Marc Kaplan,
252,2252331,Tushar Deepak Chandra,
253,1170024,Stephen R. Forrest,
254,196138,Andreas Alexander Albrecht,BerCom GmbH Bruno-Taut-Str. 4-6 D-12524 Berlin Germany Bruno-Taut-Str. 4-6 D-12524 Berlin Germany
254,685321,BerCom GmbH,
255,244265,Paul Bass,University of Wisconsin-Madison School of Pharmacy 53706 Madison Wisconsin 53706 Madison Wisconsin
255,245011,Akira Miyauchi,University of Wisconsin-Madison School of Pharmacy 53706 Madison Wisconsin 53706 Madison Wisconsin
255,302514,A. Burr Fontainet,
255,874282,Arnaud Fontaine,UMR8022 Laboratoire d'Informatique Fondamentale de Lille
255,1464197,Thomas J. Myers,University of Wisconsin-Madison School of Pharmacy 53706 Madison Wisconsin 53706 Madison Wisconsin
255,1847888,John G. Webstert,
256,573505,Timothy G. Otten,
256,2030085,Hans W. Paerl,
257,380098,Philip Maymin,Long-Term Capital Management
258,11203,Reeba K. Vikramadithyan,
258,120654,A. Sekar Reddy,
258,159606,P. Papi Reddy,
258,220020,K. Anji Reddy,
258,251125,N. V. S. Rao Mamidi,
258,310731,V. Bhushan,
258,770877,B. B. Lohray,
258,1548100,Parimal Misra,
258,1664548,V. Saibaba,
258,2056021,N. Jaipal Reddy,
258,2221814,R. Rajagopalan,
258,2251529,A. Suryaprakash,
259,273669,Joseph Kiniry,
259,1354612,K. Mani Chandy,
259,1374798,Adam Rifkin,
260,1410972,Joaquim Gabarró,
261,172107,Chi-Wa Yuen,
261,217210,Assaf Razin,
262,133502,Chau-wen Tseng,
262,1398190,Kathryn S. Mckinley,
262,1715226,Ken Kennedy,
263,1207340,Stelios Kotsios,
264,331659,V. A. Bogdanov,
264,1294125,S. Sandven,
264,1821599,V. V. Melentyev,
264,2064438,L. H. Pettersson,
265,929992,R ELFRING,
265,1320533,T WIGMANS,
265,1442532,J MOULIJN,
265,2195956,H VANCRANENBURGH,
266,128724,Gang Wu,"Microsoft, Redmond"
266,688758,Gang Wu,
266,765475,Xian-Hui Chen,
266,1697287,Hai-Tao Zhang,
267,1193229,Rose Dieng,INRIA France
268,1212728,Joachim Rudolph,Saarland University
268,1212728,Joachim Rudolph,
268,2072782,Frank Woittennek,
269,211421,Cinzia Cappiello,
269,1010307,Barbara Pernici,
269,1067316,Chiara Francalanci,
270,8779,Jason Sharp,
270,1556533,Hans S. Keirstead,
271,1298998,Joan M. Ogden,
271,1709315,David L. McCollum,
272,120363,D. D. Clayton,
272,1054188,F. Hoyle,
273,2061203,Aleksandar Branislav Dekanski,"University of Belgrade, Institute of Chemistry, Technology and Metallurgy"
273,2061203,A. Dekanski,University of Belgrade Institute of electrochemistry ICTM Karnegijeva 4 11000 Belgrade Yugoslavia
273,2082748,R. Živanović,"University of Belgrade, Forestry faculty Department of Wood Science and Technology Kneza Višeslava 1 11030 Belgrade Yugoslavia"
273,2179516,M. Jaić,"University of Belgrade, Forestry faculty Department of Wood Science and Technology Kneza Višeslava 1 11030 Belgrade Yugoslavia"
273,2188717,T. Stevanović-Janežsć,"University of Belgrade, Forestry faculty Department of Wood Science and Technology Kneza Višeslava 1 11030 Belgrade Yugoslavia"
274,193944,D. J. Cram,
274,229694,G. M. Lein,
274,525251,R. C. Helgeson,
274,631099,E. F. Maverick,
274,1864855,C. B. Knobler,
274,1938872,I. B. Dicker,
274,2036206,K. N. Trueblood,
275,2033604,Robert Ringrose,
276,397402,Farid N. Najm,
276,1144728,Ibrahim N. Hajj,
276,1713554,Ping Yang,
277,1145825,David Card,
277,2109432,Dean R. Hyslop,
278,650777,G. M. Degraeve,
278,959803,Robin A. Silva-Wilkinson,
278,1608462,William L. Smith,
278,2091618,Jim W. Mccabe,
278,2229812,Say Kee Ong,
279,974569,Rida T. Farouki,
279,1445178,Takis Sakkalis,
280,296107,Krzysztof Matyjaszewski,
280,686078,Wim Van Camp,
280,816514,Haifeng Gao,
280,882066,Filip E. Du Prez,
281,607470,Sara Nixon,
281,962676,Theodore Dix,
281,1953642,Diane N. Ruble,
281,2063103,Joan E. Grusec,
282,690278,Martha L. Cammarata,
282,1140336,Yasin Y. Dhaher,
283,428026,Yinhai Wang,University of Washington
283,686385,J. P. Lin,"State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing 100083, PR China"
283,1142104,Y. H. Wang,"Institute of Quartz and Special Glasses, China Building Materials Academy, Beijing 100024, PR China"
283,1476555,G. L. Chen,"State Key Laboratory for Advanced Metals and Materials, University of Science and Technology Beijing, Beijing 100083, PR China"
283,1556274,Y. H. He,"State Key Laboratory for Powder Metallurgy, Central South University, Changsha 410083, PR China"
283,2160971,C. K. Zu,"Institute of Quartz and Special Glasses, China Building Materials Academy, Beijing 100024, PR China"
284,240334,Ariel Rubinstein,Tel Aviv University and New York University
285,1385099,Andreas Ruf,
286,904941,Srikanth Gopalan,
286,1150269,Wenquan Gong,
286,1302583,Uday B. Pal,
287,597126,Sabastián Ceria,
287,1220706,Gérard Cornuéjols,
287,1560670,Egon Balast,
288,1369071,D. Mumford,
289,202558,VIET Q. NGUYEN,
289,920637,T. L. Cover,
289,1975800,RICHARD M. CAPRIOLI,
290,1123190,Mohammad Amin Shokrollahi,
291,56016,Ramesh Chandra,"Institute Instrumentation Center and Centre of Nanotechnology, Indian Institute of Technology Roorkee, Roorkee-247667, India"
291,303950,Vipin Chawla,
291,1711669,R. Jayaganthan,
292,334680,Paulo Almeida,
292,1358383,Henrique Silva,
293,150377,Sai-Wang Tam,"University of California , Los Angeles"
293,1143778,Yanghyo Kim,"University of California , Los Angeles"
293,1343216,Eran Socher,"University of California , Los Angeles"
293,1547945,Hsing-Ting Yu,"University of California , Los Angeles"
293,1806155,M. C. F. Chang,
293,2248649,T. Itoh,
294,605032,S. C.-Y. Lu,
294,723440,P. M. Jones,
294,943176,B. J. O'Keefe,Dept . of Speech Communication
294,1147969,P. Lawrence,
294,1152989,F. Grobler,
294,1757775,M. Case,
294,2117735,N. S. Contractor,Dept . of Speech Communication
295,765463,Antoine Vigneron,
295,1624095,Jiří Matoušek,
295,2011997,Otfried Cheong,Department of Computer Science
295,2121050,Hee-Kap Ahn,
296,235584,S. Bruder,"Department of Physics, University of California, Los Angeles, 405 Hilgard Ave., Los Angeles, CA 90024-1547 USA"
296,1024537,O. Klein,"Department of Physics, University of California, Los Angeles, 405 Hilgard Ave., Los Angeles, CA 90024-1547 USA"
296,1104513,H. H. Wang,
296,1589693,M. Dressel,"Department of Physics, University of California, Los Angeles, 405 Hilgard Ave., Los Angeles, CA 90024-1547 USA"
296,1836390,G. Grüner,"Department of Physics, University of California, Los Angeles, 405 Hilgard Ave., Los Angeles, CA 90024-1547 USA"
296,1891108,J. M. Williams,
296,2082688,K. D. Carlson,
297,1748680,David J. Hunter,"Rheumatology Department and Northern Clinical School, Royal North Shore Hospital"
298,45566,K. H. Kilbourne,
298,177808,T. M. Quinn,
298,858711,F. W. Taylor,
298,1426976,R. L. Edwards,
298,1643592,C. Gallup,
299,549263,Yu-Feng Liu,School of Computer and Communication|Hunan University
299,648890,Yao-Xue Zhang,Department of Computer Science and Technology|Tsinghua University
299,820380,Ren-Fa Li,School of Computer and Communication|Hunan University
299,1679940,Zhong-Sheng Li,School of Computer and Communication|Hunan University
300,364994,Hassan Gomaa,
300,663086,Vijayan Sugumaran,
300,758412,Larry Kerschberg,
300,1509728,C. Bosch,
300,1709752,L. O'hara,
300,2057963,I. Tavakoli,
301,73527,Krishna Palepu,
302,865198,D. J. Brady,
302,1952610,B. D. Guenther,
302,1969932,E. C. Cull,
303,384587,José María Pérez,
303,384587,Jose Maria Perez Menor,Universidad Carlos III de Madrid
303,1208081,Jesús Carretero,
303,1388346,Alejandro Calderón,
303,1388346,Alejandro Calderon Mateos,Universidad Carlos III de Madrid
303,1711852,Félix García-Carballeira,
303,2185037,Javier Fernández,
304,392395,Carol Peters,
304,1918894,Douglas W. Oard,
305,314451,Stephen R. Green,
305,1178965,Robert M. Wald,
306,1500812,John Wyre,
306,1648084,Henry C. Foley,
306,1996306,Michael S. Strano,
307,296921,D. Schwarzhans,"Technische Universität Berlin, Institut für Atomare Physik und Fachdidaktik, Hardenbergstr. 36, 10623 Berlin, Germany DE"
307,1391714,D. Zimmermann,"Technische Universität Berlin, Institut für Atomare Physik und Fachdidaktik, Hardenbergstr. 36, 10623 Berlin, Germany DE"
308,278956,Paul C. J. Kamer,
308,587063,Martin Lutz,
308,593750,Piet W. N. M. van Leeuwen,
308,1017083,Bert H. G. Swennenhuis,
308,1441182,P. Elsbeth Goudriaan,
308,1666000,Erik Zuidema,
308,2025337,Anthony L. Spek,
309,65765,J. Detreville,
309,1492292,P. England,
309,1516414,B. Lampson,
310,475589,M. m. Lehman,
310,1094376,J. f. Ramil,
311,206427,Darren B. Ward,
311,1644118,Robert C. Williamson,
311,2217385,Rodney A. Kennedy,
312,354896,Yukiyoshi Kameyama,Kyoto University Graduate School of Informatics 606-8501 Japan
313,1028274,Christopher Chiong Meng Boey,
313,1189929,Day Way Goh,
313,1215850,Nadesh Sithasanan,
313,1425093,Khean-Lee Goh,
314,447127,LAWRENCE D. BROWN,University of Pennsylvania|University of Pennsylvania|Purdue University
314,719657,ANIRBAN DASGUPTA,University of Pennsylvania|University of Pennsylvania|Purdue University
314,895513,T. T ONY CAI,University of Pennsylvania|University of Pennsylvania|Purdue University
315,351596,Dug Hun Hong,
315,1871877,Changha Hwang,
316,1033202,John J. Lane,"University of Tennessee-Atomic Energy Commission Agricultural Research Program, Oak Ridge, Tennessee"
316,1084137,John H. Rust,"University of Tennessee-Atomic Energy Commission Agricultural Research Program, Oak Ridge, Tennessee"
316,1326351,James L. Wilding,"University of Tennessee-Atomic Energy Commission Agricultural Research Program, Oak Ridge, Tennessee"
316,2100377,Bernard F. Trum,"University of Tennessee-Atomic Energy Commission Agricultural Research Program, Oak Ridge, Tennessee"
317,425837,Hoon Hong,
318,34318,Paul H. Harvey,
319,463044,I. INTRODUCCIÓN,
319,587497,R. Flores,
319,614093,L. M. Bergasa,
319,1618873,M. Ocaña,
319,1763475,M. A. Sotelo,
319,2131862,D. Pellón,
320,1369430,R. O. Davis,
320,2164501,D. F. Katz,
321,309308,Vito Mennella,University of California San Francisco
321,483729,Vito Mennella,"INAF-Osservatorio Astronomico di Capodimonte, Via Moiariello 16, I-80131 Napoli, Italy"
321,807370,John R Brucato,"INAF-Osservatorio Astronomico di Capodimonte, Via Moiariello 16, I-80131 Napoli, Italy"
321,1547200,Pasquale Palumbo,"Università Parthenope Via A. De Gasperi 5, I-80133 Napoli, Italy"
321,1659229,Alessandra Rotundi,"Università Parthenope Via A. De Gasperi 5, I-80133 Napoli, Italy"
321,2058425,Luigi Colangeli,"INAF-Osservatorio Astronomico di Capodimonte, Via Moiariello 16, I-80131 Napoli, Italy"
322,1390988,V. M. Berginer,
322,1566102,R. Carmi,
322,1927574,G. Salen,
322,1936570,John M. Opitz,
322,2276495,James F. Reynolds,
323,120946,John J. P. Kastelein,
323,266298,James Shepherd,
323,470723,Scott M. Grundy,
323,503207,Nanette K. Wenger,
323,539402,Jean-Charles Fruchart,
323,716173,David D. Waters,
323,1101025,Heiner Greten,
323,1203155,Philip Barter,
323,1302864,Charles Shear,
323,1553217,Antonio M. Gotto,
323,2110744,John C. LaRosa,
324,359558,M. Sariah .,
324,398485,M. Maziah .,
324,585480,R. Xavier .,
324,1468678,S. Sreeramanan .,
324,1591391,M.P. Abdullah .,
325,240584,Harold Thimbleby,University College London
326,519314,J. B. Groene,
326,1017968,D. A. Gurnett,
326,1194203,W. S. Kurth,
326,1306384,J. D. Menietti,
327,73935,Zeljko Ivezic,Department of Astronomy|University of Washington
327,788442,Michael R. Blanton,Center for Cosmology and Particle Physics|Department of Physics|New York University
327,882682,Masataka Fukugita,Institute for Cosmic Ray Research|University of Tokyo
327,884335,Idit Zehavi,Department of Astronomy|University of Arizona
327,912234,Max Tegmark,Department of Physics|University of Pennsylvania
327,982748,David W. Hogg,Center for Cosmology and Particle Physics|Department of Physics|New York University
327,1132678,J. Brinkmann,Apache Point Observatory
327,1351330,Robert H. Lupton,Princeton University
327,1500252,David J. Schlegel,Princeton University
327,1671537,Gillian R. Knapp,Princeton University
327,1671537,G. R. Knapp,Princeton University
327,1894421,James E. Gunn,Princeton University
327,1954654,Douglas Finkbeiner,Princeton University
327,1957232,Jeffrey A. Munn,U. S. Naval Observatory
327,2045540,Michael A. Strauss,Princeton University
327,2057013,Donald P. Schneider,Department of Astronomy|Pennsylvania State University
328,68682,Jun Wang,"Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Shatin, New Territories, Hong Kong"
328,351083,Youshen Xia,"Department of Mathematics, Nanjing University of Posts and Telecommunication, Nanjing 210003, China"
329,391291,W.-D. Sepp,
329,413065,P. K�rpick,
329,563204,H. J. L�dde,
329,798890,B. Fricke,
330,120037,Xiang-Fan LUO,
330,380822,Yan-Feng SUN,
330,492932,Jia-Mo FU,
330,558101,Sheng-Tao MA,
330,1672736,Guo-Fa REN,
330,1890341,Zhi-Qiang YU,
330,2189362,Guo-Ying SHENG,
331,369579,Jean-François P. Labourdette,
331,369579,Jean-Francois P. Labourdette,
331,374624,George W. Hart,
332,144903,Ellen B. Gold,
332,271987,Suzanne Wight,
332,929407,Bill L. Lasley,
332,1241778,Brenda Eskenazi,
332,1453199,Marc B. Schenker,
332,1519250,S. Katharine Hammond,
332,1883969,Marianne O'Neill Rasor,
332,2089554,Steven J. Samuels,
333,1158073,S. K. Michael Wong,
333,2249412,Peter Bollmann,Department of Computer Science|University of Regina
334,470632,C. T. Russell,
335,638958,Karsten Schwan,College of Computing|Georgia Institute of Technology Atlanta
335,1407279,Patrick Widener,College of Computing|Georgia Institute of Technology Atlanta
335,1677019,Greg Eisenhauer,College of Computing|Georgia Institute of Technology Atlanta
336,1322245,Giacomo Caviglia,Istituto Matematico dell'Università di Genova Switzerland
336,1703587,Clara Zordan,Istituto Matematico dell'Università di Genova Switzerland
337,86845,Jie Gao,Stony Brook University
337,434496,Chee Wei Wong,
337,569109,You-Ling Chen,
337,652639,Yun-Feng Xiao,
337,822499,Jie Gao,
337,1121025,Xu-Bo Zou,
337,1219925,James F. McMillan,
337,1414107,Guang-Can Guo,
337,1680687,Xiaodong Yang,
337,1948979,Zheng-Fu Han,
338,101246,MIKAEL HEDRÉN,
339,545950,Alphons G. J. Voragen,
339,1028308,Jean-Paul Vincken,
339,1381805,Stuart M. Pitson,
339,1741164,Gerrit Beldman,
340,162889,Peter Fischer,Lawrence Berkeley National Laboratory
340,162889,Peter Fischer,Center for X-ray Optics|Lawrence Berkeley National Laboratory
340,319634,Bo-Sun Kang,Center for X-ray Optics|Lawrence Berkeley National Laboratory
340,1238300,Erik H. Anderson,Center for X-ray Optics|Lawrence Berkeley National Laboratory
340,1569718,Dong-Hyun Kim,Center for X-ray Optics|Lawrence Berkeley National Laboratory
340,1987956,Weilun Chao,Center for X-ray Optics|Lawrence Berkeley National Laboratory
341,1838860,Ismene Dontas,
341,2210464,Athanasios Tsatsaris,
341,2240056,Dimitrios Iliopoulos,
341,2247726,Efstathios Koukounaris,
341,2248138,Antonios Baldoukas,
341,2261013,Theodoros Motsakos,
342,808153,D. M. Smith,"UNM/NSF Center for Micro-Engineered Ceramics, University of New Mexico, Albuquerque, NM 87131, USA"
342,1643409,J. M. Anderson,"UNM/NSF Center for Micro-Engineered Ceramics, University of New Mexico, Albuquerque, NM 87131, USA"
342,1774027,G. W. Scherer,"DuPont Co., Experimental Station 356/384, Wilmington, DE 19880, USA"
343,406640,Jesús Manuel De La Cruz,"Dpto. Informática y Automática. Facultad de CC Fı́sicas. U. Complutense. 28040 Madrid, Spain"
343,971697,Joaquín Aranda Almansa,
343,1487454,Gonzalo Pajares,"Dpto. Informática y Automática. Facultad de CC Fı́sicas. U. Complutense. 28040 Madrid, Spain"
344,216239,Andreas Herzig,
344,413842,Philippe Balbiani,
344,1561808,Mamede Lima Marques,
345,404638,Trevor J. M. Bench-capon,
346,1328468,László Neumann,
347,355252,Ken W. West,
347,489015,James Wynn,
347,656557,Masahiro Yoshita,
347,906294,Loren N. Pfeiffer,
347,925130,Peter B. Littlewood,
347,1406067,Aron Pinczuk,
347,2061855,Manyalibo J. Matthews,
347,2199120,Hidefumi Akiyama,
348,635528,Sangeun Kim,
348,1043534,William Lively,
348,1739353,Dick Simmons,
349,139371,A D Worrall,Department of Computer Science|University of Reading
349,356860,G D Sullivan,Department of Computer Science|University of Reading
349,795268,K D Baker,Department of Computer Science|University of Reading
350,819579,Andrew B. Bernard,
350,2031135,Charles I. Jones,
351,103450,K. K. Choi,
351,124871,L. Gu,
351,453765,R.-J. Yang,
351,1201378,Byeng Dong Youn,Seoul National University
351,1201378,B. D. Youn,
352,409925,M. Hänggi,
352,1941939,G. S. Moschytz,
353,511815,Finn Årup Nielsen,
354,668163,Jafar Habibi,
354,1055320,Mazda Ahmadi,
354,1399083,Tomoichi Takahashi,
354,1458750,Tetuchiko Koto,
355,945576,Carlo S. Regazzoni,
355,1801675,Luca Marchesotti,
355,1820309,Lucio Marcenaro,
356,493716,Nadine Wong Shi Kam,
356,982028,Hongjie Dai,
356,982028,Hongjie Dai,Stanford University
357,281040,James M. Gregory,
357,528576,Susan A. Mengel,Texas Tech University
357,979835,Xuepeng Xie,Texas Tech University
358,388502,Steven G. Matsik,
358,695616,Ranga Jayasinghe,
358,832238,Ian T. Ferguson,
358,979748,A. G. Unil Perera,
359,444768,Edgar A. Lanzer,
359,506244,Aran Bey,
359,1103174,Henrique J. S. Coutinho,
360,1100763,Lars Peter Hansen,
361,1742963,Dimitri Kusnezov,"Center for Theoretical Physics, Sloane Physics Lab, Yale University, New Haven, CT 06520-8120, USA"
