Id,Title,Year,ConferenceId,JournalId,Keyword
474560,An efficient synthesis of the benzhydrylpiperazine delta opioid agonist (+)-BW373U86,1995,0,1907,
474912,Air−Surface Exchange of Polybrominated Diphenyl Ethers and Polychlorinated Biphenyls,2002,0,6019,
475036,A new approach to incremental topological ordering,2009,378,0,
475489,Communication management experiences in e-commerce,2001,0,209,
475589,Self Stabilization of Dynamic Systems,1989,3637,0,
476225,Three-dimensional stress and strain analysis in the intact heart,0,0,0,
476560,Expertise and the Policy Cycle,1998,0,0,
476926,,2010,3101,0,Keywords-formaldehyde ; Hedera helix; removal capacity; foliage.
477253,MLO01 Combined N-and O-glycosylation defect in two sibs: new CDG IIx syndrome,2007,0,7945,
477626,Automatic Acquisition of Named Entity Tagged Corpus from World Wide Web.,2003,260,0,
477629,,1997,0,1618,
478630,Ceramic-composite waste forms from the electrometallurgical treatment of spent nuclear fuel,1997,0,11735,
479549,WS-CABroker: A Novel Web Services-based Multimedia Content Alliance Broker Scheme,2005,2088,0,
480342,VLSI Design for Exponentiation in GF (2n),1990,309,0,
480657,Doppler velocimetric evaluation of renal arteries in normal pregnant women — A prospective study,2000,0,3363,
481691,Process Design by Discovery: Harvesting Workflow Knowledge from Ad-hoc Executions,2000,0,0,
482237,"Chemical Markup, XML, and the Worldwide Web. 1. Basic Principles",1999,0,2103,
482399,Using MAPLE for the Analysis of Bifurcation Phenomena in Gas Combustion,1997,0,269,
482529,The NFAIS Yearbook of the Information Industry: 1993,1995,0,45,
483729,,0,0,0,
484044,Computing some bayes estimates for the mean of a normal distribution,1987,0,7135,"Bayesian inference,normal distribution,conjugate prior,mixtures"
485158,"The Spitzer c2d Survey of Large, Nearby, Interstellar Clouds. I. Chamaeleon II Observed with MIPS",2005,0,11654,"Infrared: Stars- ISM: Clouds, Stars: Formation"
485166,,1992,0,5524,
486328,Motorization of China implies changes in Pacific air chemistry and primary production,1997,0,6357,
487134,Bundles in the Wild: Managing Information to Solve Problems and Maintain Situation Awareness,2000,0,159,
488805,Factors Affecting Choice of Surgical Residency Training Program,2001,0,3745,gender; surgery residency training; lifestyle; role models
488936,A wreath product group approach to signal and image processing .I. Multiresolution analysis,2000,0,854,
489015,Tutorial and Survey Paper Combinational Logic Synthesis for LUT Based Field Programmable Gate Arrays,1996,0,223,
489938,On the use of registers vs. cache to minimize memory traffic,1986,0,454,
490329,A semiconductor source of triggered entangled photon pairs?,2006,0,912,
491438,Integrated CPU Cache Power Management in Multiple Clock Domain Processors,2008,2018,0,
491464,Adiabiatic ab initio potential curves for the B' 1Sigma + u state of H2,1975,0,1957,
492082,Segmentation and Tracking of Confocal Images of Arabidopsis Thaliana Root Cells Using Automatically-Initialized Network Snakes,2009,3101,0,Keywords-Segmentation; Network Snakes; topology; energy; Watershed
492188,The Last Refuge of a Scoundrel? Patriotism and Tax Compliance,2009,0,0,patriotism; tax evasion; warm glow
492263,Coupled mechanical and hydrothermal modeling of crustal accretion at intermediate to fast spreading ridges,0,0,6294,mid-ocean ridge; gabbro glacier; permeability; ocean crust; finite elements
492528,The UV Properties of A Set of Composite Quasar Spectra and the Baldwin Effect,2010,0,0,
492932,The frustrating tearing of adhesive tape,2008,0,0,
493696,A Distributed WCET Computation Scheme for Smart Card Operating Systems,2004,0,0,
493716,Analysis of boosting algorithms using the smooth margin function,2007,0,7075,"Boosting,AdaBoost,large margin classification,coordinate descent,arc-gv,convergence rates"
494159,Towards a weighted-tree similarity algorithm for RNA secondary structure comparison,2005,3942,0,
495164,Transcription of broadcast news,1997,0,0,
495976,Composition-resolved size distributions of volcanic aerosols in the Mt. Etna plumes,2008,0,15256,
496867,Intrinsic electrostatic effects in nanostructured ceramics,2010,0,8566,
498808,The priority of cues in sex discrimination by children and adults,1971,0,9619,
499976,Uniqueness of Solutions to Structure and Motion from Combinations of Point and Line Correspondences,1996,0,888,
500642,Open-ended photoacoustic spectroscopy cell for thin-layer chromatography and other applications,1981,0,1880,
501023,The Maximal Number of Real Roots of a Multihomogeneous System of Polynomial Equations,1998,0,0,
502254,Climate change in the hill country of Sri Lanka,0,0,0,
502338,Endogenous opiates and the control of breathing in normal subjects and patients with chronic airflow obstruction.,1982,0,4367,
502484,Molecular Modeling of Environmentally Important Processes: Reduction Potentials,2004,0,2100,
503207,"FT-IR emission spectroscopic studies of the thermal decomposition of ammonium molybdate vanadate, and tungstate",1993,0,5110,
503553,Cosmological solutions of higher-curvature string effective theories with dilatons,1995,0,0,General Relativity and Cosmology
503961,,1990,0,3840,
504186,Puppet Playing: An Interactive Character Animation System with Hand Motion Control,0,0,0,"Keywords: Character Animation, SmartGlove, Motion Planning, Puppetry."
504516,On-line adaptive estimation and control of overlay tool bias,2003,0,0,
506244,Effect of oxygen precipitates on dislocation motion in Czochralski silicon,2010,0,2124,A1. Dislocation; A1. Oxygen precipitation; A1. Pinning effect; B2. Czochralski silicon
506308,The Value of Fiat Money with an Outside Bank: An Experimental Game,2008,0,0,
509386,A Musical Onset Detection System with Scalable Complexity,2008,0,0,
509494,,2004,0,8467,Nanocrystalline material; Permanent magnet; Coercivity
509913,Computer Aided Verification of Parallel Processes,1991,451,0,
511236,Second-kind integral formulations of the capacitance problem,1998,0,786,
511648,,2006,0,4110,
511815,"Cerebrin prohormone processing, distribution and action in Aplysia californica: Aplysia cerebrin",2001,0,7993,
512326,Using Term Space Maps to Capture Search Control Knowledge in Equational Theorem Proving,1999,700,0,
514879,Partitioning the multiagent simple temporal problem for concurrency and privacy,2010,255,0,
515647,Design and Implement a Map Library,0,0,0,
516192,AFM Imaging of Nanometer Scale Objects in Water,1998,0,0,
516889,Formal Modeling of Communication Protocols - State of the Art,1981,124,0,
516921,Competitive Equilibrium in an Exchange Economy with Indivisibilities,1997,0,4861,
516980,Partitioning ratios and a biochemical kinetic dilemma: The pH dependence of chymotrypsin catalysis,1990,0,2100,
517085,Reliability Assessment of Micromachined Fixed–Fixed Beam Based on FE Simulation and Probabilistic Sampling,2008,0,5343,
518872,Effects of atmospheric turbulence and building sway on optical wireless-communication systems,2003,0,8544,"atmospheric optics, optical communication, wind, atmospheric turbulence, fluctuations"
519179,DCG Induction Using MDL and Pased Corpora,1999,1316,0,
519314,Correlating Text and Images: Concept and Evaluation,2007,1553,0,
520315,An Analytical Approach to Determine the Pore Shape and Size of MCM-41 Materials from X-ray Diffraction Data,2006,0,2169,
520400,A Genetic Screen for Novel Components of the Notch Signaling Pathway During Drosophila Bristle Development,0,0,0,
520950,Under the Covers: Internals of a Web-Based Network & Systems Performance Reporting System,1998,580,0,
521056,Intelligent agents for QoS management,2002,254,0,MESSAGE/UML|QoS management|intelligent agents
521325,,1997,0,2349,
521423,Intelligent Heterogeneous Multimedia and Intelligent Active Visual DB and KB,2000,1249,0,
521630,,2009,0,4236,
521798,On performance limitations in estimation,2003,0,0,
521848,Stable placements for spider robots,1992,590,0,
522011,,1986,0,2083,
522266,Policy Forum: Health Care Reform: Editorial Note.,1996,0,0,
522826,Simultaneous Population Based Image Alignment for Template Free Spatial Normalisation of Brain Anatomy,2003,1614,0,
523520,Public automated web-based evaluation service for watermarking schemes: StirMark benchmark,2001,1589,0,
523620,Theoretical Investigation of Resonant Modes of Shorting Post Loaded Circular Microstrip Antenna On Sphere,2000,0,5512,
523906,Asymmetric Traffic Accommodation Using Adaptive Cell Sizing Technique for CDMA/FDD Cellular Packet Communications,2007,0,858,
524224,FOUR YEARS EXPERIENCE WITH A COURSE ON INTERDISCIPLINARY TEAMWORK IN MULTIMEDIA DESIGN,2000,0,0,"KEYWORDS: PROJECT-ORIENTED EDUCATION, INTERDISCIPLINARY TEAMS, MULTIMEDIA DESIGN, EXTERNAL COMPANIES, ICT"
525251,PN junction formation in 6HSiC by acceptor implantation into n-type substrate,1995,0,5708,
525316,Dynamic Bandwidth Management for Single-Hop Ad Hoc Wireless Networks,2003,1470,0,
525669,The Joins Concurrency Library,2007,202,0,
525954,Microstructure and properties of electron beam welded joint of Ti–22Al–25Nb/TC11,2010,0,5089,Electron beam welding (EBW); Titanium aluminides; Titanium alloy; Microstructure
527818,Zircon-rutile-ilmenite froth flotation process,1992,0,0,
528124,Bayesian parameter estimation in image reconstruction from subsampled blurred observations,2003,1096,0,
528169,Location privacy in wireless networks,2005,0,0,
528576,"Recorded magnetic tape for information interchange (800 CPI, NRZI)",1966,0,209,
529692,Case Study: Memory Conscious Parallel Sorting,2002,612,0,
530264,,2000,0,17639,
530596,Artificial Intelligence Models of Language Processing,1996,0,91,
530899,The FAA's Y2K Preparedness,1999,0,209,
533065,Do arbitrageurs amplify economic shocks?,0,0,4868,Shorting; Short covering; Leverage; Destabilizing arbitrage
534330,"OVERVIEW: VACUUM CONSIDERATIONS FOR SYNCHROTRON RADIATION SOURCES, MACHINE DESIGN--EXISTING MACHINES",0,0,0,
534894,"QA@L2F, second steps at QA@CLEF",0,0,0,"Keywords Question answering, Question Interpretation, Anaphora Resolution"
535791,CHARACTERISTIC VIEWS: OBTAINING 2-D RECONSTRUCTIONS FROM COLOR EDGES,0,0,0,I. INTRODUCTION
535818,Protein variety and functional diversity: Swiss-Prot annotation in its biological context,2005,0,1532,
537151,R-Fuzzy Automata,1974,57,0,
537511,Water resistance of composition materials based on aluminum alloys with a silicon-nitride hardening phase,1993,0,6927,
537709,On complexity as bounded rationality (extended abstract),1994,392,0,
537713,,2002,0,7498,
537815,Database Compression with Data Mining Methods,1998,707,0,"Keywords: data mining, database compression, deductive database, Apriori algo­ rithm"
537964,Räumliche Tiefenwahrnehmung in virtuell-endoskopischen Anwendungen durch stereoskopisches Rendern,2002,1516,0,
538474,Chaotic Time Series Approximation Using Iterative Wavelet-Networks,0,0,0,
538224,Haptics-based volumetric modeling using dynamic spline-based implicit functions,2002,461,0,
538325,Three-dimensional spectral solution of the Schrödinger equation for arbitrary band structures,2002,0,8449,
538542,Optical Accelerator Structures,2011,0,0,"Accelerators,ACCSYS"
538588,Color-Contrast Landmark Detection and Encoding in Outdoor Images,2005,549,0,
539273,A General Compositional Approach to Verifying Hierarchical Cache Coherence Protocols,0,0,0,
539402,"9th Workshop on Logic, Language, Information and Computation",2002,0,30,
539873,Securing Software by Enforcing Data-flow Integrity,2006,198,0,
540196,"ARCH, An Object Oriented MPI-Based Library for Asynchronous and Loosely Synchronous Parallel System Programming",1997,1508,0,
540374,Far-Infrared Studies of 2D and 1D Electrons in Ultra High-Mobility Gated Semiconductor Structures,1998,0,0,
541596,The Relationship between IMPS-Measured Stress Score and Intraocular Pressure among Public School Workers,2008,0,1700,
542088,Evaluating the performance of non-blocking synchronization on shared-memory multiprocessors,2001,0,198,
543876,Mutual coupling and scattering effects on cellular CDMA systems using smart antennas,2000,2983,0,
544516,On the Number of False Witnesses for a Composite Number,1986,0,902,
544760,Multiuser receivers in cellular CDMA,1998,5090,0,
545950,Automated test generation from SDL specifications,1999,348,0,
546091,Realization of Perfect Reconstruction Non-uniform Filter Banks via a Tree Structure,2001,470,0,
546220,Markets as Global Scheduling Mechanisms: The Current State,2002,2699,0,
546371,"Attacks against process control systems: risk assessment, detection, and response",2011,0,0,IDS|SCADA|control systems|critical infrastructure protection|cyber-physical systems|security
546997,Limitations of fringe-parameter estimation at low light levels,1973,0,18803,
547613,Loop-free constrained path computation for hop-by-hop QoS routing,2007,0,4501,QoS routing; Constrained path; Logical distance; Loop freedom
547854,Visual topography of area TEO in the macaque,1991,0,7983,
549159,Making Openness Work: The New global Economy and the Developing Countries,1999,0,0,
549263,Prefetching Using Markov Predictors,1997,0,454,
549921,Chemically defined projections linking the mediobasal hypothalamus and the lateral hypothalamic area,1998,0,7983,
550378,Impact of Changing Computer Technology on Hydrologic and Water Resource Modeling (Paper 7R0049),1987,0,6557,
550791,Hitting the Right Paraphrases in Good Time,2010,1390,0,Computational linguistics; Information retrieval and management; Machine learning
551182,Low vitamin D status adversely affects bone health parameters in adolescents1-3,0,0,0,
551416,"Year 2000 Problem: A ""Paper Tiger"" or A ""Real Tiger""?",1997,592,0,
551711,A Constructivist Approach to Tense and Aspect: From Text to Polytyped Strings,1993,0,17217,
556075,A new second information systems course: personal productivity with information technology,1994,1162,0,
556091,,1993,0,2062,
556363,RELIEF: combining expressiveness and rapidity into a single system,1998,368,0,
556710,Conflict-free access to streams in multiprocessor systems,1993,0,14217,
556883,Unicast Routing among Local Peer Group (LPG)-Based VANETs,2008,3907,0,"Index Terms— on-demand unicast routing, inter-LPG routing, LPG organization"
557068,On the Distance Distributions of BCH Codes and Their Duals,2001,0,283,
558101,On the importance of understanding the strategies that developers use,2010,0,0,developer questions|program comprehension|strategies
558949,Cell wall cross‐linking by ferulates and diferulates in grasses,1999,0,1306,
559654,The law and economics of self-dealing,2008,0,4868,Corporate governance; Financial development
559693,Adaptive Grid Scheduling of a High-Throughput Bioinformatics Application,2003,1490,0,
559715,ground-based observations,0,0,0,"Key words. Magnetospheric physics (energetic particles,"
561737,On a Duality Principle in Infinite Bipartite Graphs,1983,0,7250,
561810,An Atypical Gunshot Wound from a Home-Made Zip Gun—The Value of a Thorough Scene Investigation,2008,0,3580,
561852,Boundedly Rational Dynamic Programming: Some Preliminary Results,2012,0,0,
562395,Thermally stable CGC perpendicular recording media with Pt-rich CoPtCr layer,2002,4280,0,- 10
563204,Analysis of within-die process variation in 65nm FPGAs,2011,97,0,
563505,Rough Terrain Autonomous Mobility,0,0,208,
563655,Contributing Authors,2003,0,0,
563768,Monitoring Distributed Processes with Intelligent Agents,1999,656,0,Computer Sciences
564351,Using oceanic-atmospheric oscillations for long lead time streamflow forecasting,2009,0,6195,
565644,Parallel computing on clusters of workstations,2000,0,194,
565774,Voice And Facial Image Integration For Person Recognition,1993,0,0,
566043,Malaysia's Balance of Payments: What is the Problem? How Serious is It?,1991,0,0,balance of payments ; trade policy
566950,Position Estimation Of A Mobile Robot Using A Single Vehicle-Mounted Camera,2002,0,0,
567494,,2007,0,2002,
567684,Reading Braille on mobile phones: A fast method with low battery power consumption,2011,2970,0,
568467,Hard QCD at the Tevatron,2003,0,0,"43 PARTICLE ACCELERATORSCROSS SECTIONS, FERMILAB COLLIDER DETECTOR, FERMILAB TEVATRON, NUCLEAR PHYSICS, QUANTUM CHROMODYNAMICS"
568776,The thermal history of human fossils and the likelihood of successful DNA amplification,0,0,0,Keywords: Ancient DNA; Neanderthal; Modern Humans; Lake Mungo; Thermal History
568910,"Random Sets Unify, Explain, and Aid Known Uncertainty Methods in Expert Systems",1997,0,0,
569053,On ℓ-adic representations attached to modular forms,1975,0,7206,
569109,Dynamic Optimal Control of In-Situ Bioremediation of Ground Water,1998,0,6117,
569486,Treatment of ankylosing spondylitis via tumor necrosis factor-alpha inhibition,2002,0,13679,
569584,A Partition-Based Approach to Graph Mining,2006,22,0,
569906,Taking advantage of national science foundation funding opportunities,2005,0,463,awards|education|grants|national science foundation|proposals
570492,Tissue-Specific Differences in the Role of RNA 3′ of the Apolipoprotein B mRNA Mooring Sequence in Editosome Assembly,1999,0,1452,
571083,A new approach for measuring the line-width enhancement factor,2008,4191,0,linewidth enhancement factor; optical feedback sensing; semiconductor laser
571285,Design for CSCW Systems Based on Object Classification Schemas,1995,195,0,
572045,A Study on the Porous Microstructure of Yakbone Bioceramic,2010,0,6880,
572324,Accurate reconstruction of all‐atom protein representations from side‐chain‐based low‐resolution models,2000,0,1792,"© 2000 Wiley-Liss, Inc. Key words: protein backbone; minimization; im- plicit solvent"
573376,Policy Reforms and the Theory of Education Finance,1994,0,16916,"Financing,Grants,Higher education,Loans,Students,Subsidies,Universities,United Kingdom"
573440,Reconfigurable Displays,0,0,0,
573505,Detection of<i>Helicobacter pylori</i>in sewage and water using a new quantitative PCR method with SYBR<sup>®</sup>green,2007,0,1640,
574972,The 3D Positioning of ANT2 and ANT3 Genes within Female X Chromosome Territories Correlates with Gene Activity,1999,0,7665,
575106,"Reactions of Tellurium Halides with Sulfur N,N′-Bis(trimethylsilyl) diimide - Preparation of the First Fluorotellurium Nitride.",1992,0,13179,
575804,Using an Extended ER-Model Based Data Dictionary to Automatically Generate Product Modeling Systems,1994,269,0,
577255,Fast simulation of atomic-force-microscope imaging of atomic and polygonal surfaces using graphics hardware,2002,1589,0,
577307,On the Rabin number problem,1997,0,181,
578513,,2010,0,2062,
579111,Superconducting Bolometer Array Architectures,2003,0,0,
579812,Efficient three-dimensional imaging from a small cylindrical aperture,2002,0,8420,
580270,Rapidly solidifed Al-Cr alloys: structure and decomposition behaviour,1986,0,6846,
581934,The Games Computers (and People) Play,2000,0,229,
582867,Paper Annotation with Learner Models,2005,905,0,
583410,"<i>Objects and other subjects: Grammatical functions, functional categories, and configurationality</i> (review)",2009,0,11075,
583962,,1993,0,4238,
584448,Progress and challenges in predicting protein-protein interaction sites,2009,0,280,
584599,Observation of plasma wakefield effects during high-current relativistic electron beam transport,1991,4643,0,
584694,Automating Architectural View Integration in UML,1999,0,0,
584907,Multitextur-basierte Volumenvisualisierung in der Medizin,2001,1516,0,
585480,Proactive Load Control Scheme at Mobility Anchor Point in Hierarchical Mobile IPv6 Networks,2004,0,0,
586006,On the Development of Dedicated Hardware for Searching,1985,105,0,
586553,Flexible Workflow Incorporated with RBAC,2005,1888,0,
586999,Generation and Verification of Algorithms for Symbolic-Numeric Processing,1998,0,136,
587063,Validation of agricultural expert systems,1991,0,1113,
587320,Scaling up Dynamic Time Warping to Massive Dataset,1999,219,0,
587497,CDAL: A Scalable Scheme for Digital Resource Reorganization,0,0,0,"Keywords: digital resource, reorganization, tree-merging, storage arrangement, scalability"
587694,ROOT-N-CONSISTENT ESTIMATION OF WEAK FRACTIONAL COINTEGRATION,2006,0,0,"Fractional cointegration, Parametric estimation, Asymptotic normality."
588058,42-volt electrical power system for military vehicles - comparison with commercial automotive systems,2002,2983,0,
588087,"Cost Manipulation Games in Oligopoly, with Costs of Manipulating.",2001,0,4780,
588363,On relative timing in substorm onset signatures,1999,0,15256,"Magnetospheric Physics, Magnetospheric Physics: Auroral phenomena, Magnetospheric Physics: Storms and substorms"
588803,Computer Vision for Ambient Intelligence,2011,0,3132,
589247,An oblivious shortest-path routing algorithm for fully connected cubic networks,2006,0,130,Interconnection network; Hierarchical interconnection network; Fully connected cubic network; Routing algorithm; Shortest path
589554,Book reviews,1981,0,7322,
589704,,2007,3891,0,Bayesian classification; attenuation correction; convective event; polarimetric radar; water content estimate
590113,Digital watermarking of images in the fractional Fourier domain,0,0,0,"Keywords : Fractional Fourier transform, digital watermarking"
591323,On Competitive Cycles in Productive Economies,1986,0,0,
591660,A comparison of mono- and poly-energetic x-ray beam performance for radiographic and fluoroscopic imaging,1994,0,3869,
591685,Dendritic to non-dendritic transitions in Au islands investigated by scanning tunneling microscopy and Monte Carlo simulations,2006,0,8566,"Nucleation and growth: microscopic aspects, Whiskers and dendrites"
592054,MUSE: An Environment for the Conception of Java Multimedia Applications,1999,0,177,
593137,Texture Indexing by a Hierarchical Representation,2000,1594,0,"Keywords: Content Based Retrieval, Entropy, Textures, k-d-Tree."
593213,Radiothérapie pratique des métastases osseuses symptomatiques,2008,0,4230,Radiotherapy; Fractions; Bone metastases; Bone pain
593750,Polynomial-Time Computation of the Joint Spectral Radius for Some Sets of Nonnegative Matrices,2009,0,7382,
594734,A hypertext system for designing squirrel-cage induction motors,1991,0,15400,
595490,Why it doesn't work for CAD (Panel Abstract),1992,610,0,
595990,"Plasma Cortisol, Cortisone and Urinary Glucocorticoid Metabolites in Preterm Infants",2001,0,2698,"Cortisol,Cortisone,Plasma,Urine metabolites,Neonate,Premature"
596384,"Wages, productivity, and the dynamic interaction of businesses and workers",2007,0,4946,J21; J23
597011,Outline of an Algebraic Language Theory,1984,158,0,
597126,"Steps towards lattice Virasoro algebras: su(1,1)",1995,0,8558,
597894,Computation of Ridges via Pullback Metrics from Scale Space,1999,340,0,
598792,Ramsey-type theorems with forbidden subgraphs,2000,0,286,
598892,Neuropeptide tyrosine is expressed in ensheathing cells around the olfactory nerves in the rat olfactory bulb,1994,0,8073,
599942,Properties of a room temperature terahertz detection array,2005,4121,0,
600118,The Travel Metaphor as Design Principle and Training Aid for Navigating around Complex Systems,1987,1474,0,
600818,Software reuse—facts and myths,1994,40,0,
601543,Application of Monte Carlo simulation to generating system well-being analysis considering renewable sources,2004,4755,0,
602175,Nanosecond time-scale switching of permalloy thin film elements studied by wide-field time-resolved Kerr microscopy,2005,0,8566,"Domain effects, magnetization curves, and hysteresis, Magnetic properties of thin films, surfaces, and interfaces"
602425,Supporting software evolution with intentional software views,2002,40,0,crosscutting concerns|evolution conflict detection|intentional software views|modularisation
602449,Gravity Waves in Shear and Implications for Organized Convection,2009,0,6405,
602499,Nanofabrication with biomolecules,2005,0,6912,
604798,Embedded Singularity Detection Zerotree Wavelet Coding,1999,1096,0,
604889,Elastomers filled with exfoliated graphite as compliant electrodes,2010,0,1924,
605032,Mixture of Experts Classification Using a Hierarchical Mixture Model,2002,0,183,
605248,Agent-Based Distance Vector Routing,2001,1334,0,
605258,Bending of Light by Gravity Waves,1997,0,11654,"ASTROMETRY, COSMOLOGY: THEORY, GRAVITATION, RADIATION MECHANISMS: NONTHERMAL, RELATIVITY"
605443,ZPL's WYSIWYG Performance Model,1998,1051,0,
605465,A real-time error correction system for spindle errors,1990,0,0,
605615,Hardware-software Co-verification in an Undergraduate Laboratory,1999,176,0,
605756,Effects of cell distance on capacity of two-tier cellular networks,1998,2961,0,"Keywords: Spectrum Sharing, Hierarchical Cell Structure, Interference Model, TDMA, CDMA"
606803,Ultra Wide-Band Radio for Short Range Wireless Networking,2003,0,0,
607299,Monolithically integrated heterodyne optical phase-lock loop with RF XOR phase detector,2011,0,8537,
607351,THE FLIGHT PATHS OF MIGRATORY CORPORATIONS.,1990,0,0,fiscal policy ; transnational corporations
607470,Supporting learning through active retrieval of video stories,1995,0,829,
607487,Interprocess Communication in MARS,1989,124,0,
608289,Memory in Returns and Volatilities of Commodity Futures Contracts,1999,0,0,
608835,Gentle violence,1982,0,912,
609717,A Novel Hybrid Algorithm for Join Ordering Problem in Database Queries,2007,0,0,"Key-Words: - Query, Join Operator, Learning Automata, Genetic Algorithms"
609769,A Space-and-Time-Efficient Codeing Algorithm for Lattice Computations,1994,0,22,"Index Terms- Lattices, least upper bound, greatest lower bound, encoding algorithm, partially ordered sets"
610777,Transistors to toys: teaching systems to freshmen,2010,2341,0,
610921,Treewidth of chordal bipartite graphs,1992,0,0,"Informatica,Landbouwwetenschappen,Mathematics,Natuurwetenschappen"
614093,QBI: an iconic query system for inexpert users,1994,321,0,
614187,102 DIGITAL EXPLORATION OF THE BLADDER BY SIR HENRY THOMPSON,2011,0,3170,
614616,Kinetics and Gß? modulation of Ca<SUB>v</SUB>2.2 channels with different auxiliary ß subunits,2002,0,1769,Keywords Ca v 2.2 · β-Subunit · Gβγ · Activation · Inactivation
615006,Substorms at Jupiter: Galileo observations of transient reconnection in the near tail,2000,0,11641,
615416,The Van der Waerden conjecture,1983,0,0,
615632,Controlling the Size of Magnetic Nanoparticles Using Pluronic Block Copolymer Surfactants,2005,0,2169,
615787,"(H;C;K)-Coloring: Fast, Easy, and Hard Cases",0,0,0,
615942,Thrombolysis and Q Wave Versus Non-Q Wave First Acute Myocardial Infarction: A GUSTO-I Substudy,1997,0,3455,
616671,Recent trends in estuarine fisheries: Predictions of fish production and yield,1993,0,8899,
616782,Robust decentralized actuator fault detection and estimation for large-scale systems using a sliding mode observer,2008,0,5409,
616967,Epigenetic and genetic loss of Hic1 function accentuates the role of p53 in tumorigenesis,2004,0,1534,
617182,Emergence of the USA300 Strain of Methicillin-Resistant Staphylococcus aureus in a Burn-Trauma Unit: ,2008,0,3489,
617714,The SPEECHDAT(E) project: Creating speech databases for eastern European languages,1998,0,0,
618219,When are robots intelligent autonomous agents?,1995,0,924,Intelligence; Self-organisation; Representation; Complex dynamical systems
618644,,2011,0,3060,SENTRY; Antifungal agents; Resistance; Breakpoints; Candida spp.; CLSI
618598,Model-based complex shear modulus reconstruction: A Bayesian approach,2010,2955,0,Mathematical model; Needles; Image reconstruction; Imaging; Frequency estimation; Materials; Spatiotemporal phenomena; ; 
619001,No Raman echo in liquid nitrogen,1988,0,1957,
619431,Supporting collaborative writing of hyperdocuments in SEPIA,1992,605,0,CSCW|collaborative writing|hypertext|hypertext authoring|modes of collaboration
619439,Consistent Poverty and Economic Vulnerability,0,0,0,
620497,Uniqueness of Scott's Reflexive Domain in P-omega,1996,0,269,
620513,,1996,0,4318,"spinal cord injury,physical activity,sleep,restless legs syndrome,periodic limb movements"
623583,“Describing the elephant”: A framework for supporting sustainable development processes,2011,0,6161,Decision; Sustainable; Development; MCDA; LCA; CBA
624653,Automatic Syllabification with Structured SVMs for Letter-to-Phoneme Conversion,2008,260,0,
625168,Unfolding the Hierarchy of Voids,2010,0,17425,
626402,"Chitin, Chitosan, and Co-Products: Chemistry, Production, Applications, and Health Effects",2005,0,0,
626653,Effect of hydrogen bonding on water in oil emulsion properties,0,0,0,Key words: Emulsifiers; amphiphilic properties; critical micelle concentration; _hydrogen _bonding
626873,GP Systems with Forbidding Context,2002,0,329,
627756,,2008,0,3350,Endothelial function; Flow-mediated dilation; Lipids; Atherosclerosis
627950,Formation and Photophysics of a Stable Concave—Convex Supramolecular Complex of C60 and a Substituted s-Triazine Derivative.,2003,0,13179,
628460,Direction clustering for characterizing movement patterns,2010,2117,0,Clustering; Data mining; Outlier detection; Trajectory analysis
628733,Influence of surface attitude and curvature scaling on discrimination of binocularly presented curved surfaces,1994,0,4436,"stereopsis,shape discrimination,surface curvature,disparity curvature,slant"
629235,ChemInform Abstract: Aromatic Cation Activation of Alcohols: Conversion to Alkyl Chlorides Using Dichlorodiphenylcyclopropene.,2010,0,13179,
629365,Determination of inorganic ions in explosive residues using capillary zone electrophoresis,2008,0,2022,capillary zone electrophoresis (CZE); indirect ultraviolet detection; inorganic ions; explosive residues
629475,Amorphous silicon back-plane electronics for OLED displays,2002,4252,0,
629896,Removable foams based on an epoxy resin incorporating reversible Diels-Alder adducts,2002,0,2090,
630284,High cycle fatigue damage evolution in uni-directional metal matrix composites using a micro-mechanical approach,1998,0,6923,
630502,Terahertz gas photonics,2009,0,8470,"terahertz,nonlinear optics,ionization"
631099,"Association between variants at the GABAAβ2, GABAAα6 and GABAAγ2 gene cluster and alcohol dependence in a Scottish population",2000,0,3369,
631491,Uncertainty Analysis in Software Reliability Modeling by Bayesian Analysis with Maximum-Entropy Principle,2007,0,27,Bayesian method; Graph theory; Markov model; Monte Carlo; Software Reliability; Uncertainty analysis
631922,An investigation of the performance of various dynamic scheduling techniques,1992,0,471,
632091,Accelerating Reinforcement Learning through the Discovery of Useful Subgoals,2001,0,0,"Keywords Abstraction, Reinforcement Learning (RL), Subgoals, Mobile robots"
633976,Quality of life at the end of primary treatment of breast cancer: first results from the moving beyond cancer randomized trial,2004,0,0,
634034,A perturbative analysis of maps of the circle onto itself,1984,0,13709,
635528,Teacher feedback to scaffold and refine demonstrated motion primitives on a mobile robot,2011,0,924,Demonstration learning; Policy reuse; Teacher feedback; Robot motion control
636159,A multivariate approach to modeling univariate seasonal time series,1994,0,4862,"seasonality,time series,cointegration,vector autoregression"
636365,Why CSCW applications fail: problems in the adoption of interdependent work tools,1990,605,0,
636453,Development of regional parameter estimation equations for a macroscale hydrologic model,1997,0,5546,
637298,,2008,0,3088,
637725,CHIMAERA: a high-performance architecture with a tightly-coupled reconfigurable functional unit,2000,0,454,
638309,The construction of a Boolean competitive neural network using ideas from immunology,2003,0,379,"Keywords: Immune System, Clonal Selection, Competitive Neural Networks, Pattern Recognition."
638356,ALTHESIN AND MALIGNANT HYPERPYREXIA,1973,0,2748,
638420,Near real-time CSG rendering using tree normalization and geometric pruning,1989,0,414,
